[2023-09-20 13:18:07.484] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x2a4f0e60
[2023-09-20 13:35:38.715] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.715] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:38.715] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:38.716] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.716] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400480
[2023-09-20 13:35:38.718] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.718] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.718] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.718] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.718] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:38.718] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:38.720] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.720] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400480
[2023-09-20 13:35:38.722] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.722] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.722] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.722] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.722] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:38.722] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:38.724] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.724] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400480
[2023-09-20 13:35:38.725] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.725] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.725] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.725] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.725] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:38.725] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:38.727] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.728] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400480
[2023-09-20 13:35:38.730] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.730] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.730] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.730] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.730] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:38.730] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:38.732] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.732] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400480
[2023-09-20 13:35:38.733] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.733] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.734] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.734] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.734] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:38.734] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:38.735] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.735] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400480
[2023-09-20 13:35:38.737] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.737] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.737] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.737] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.737] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:38.737] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:38.739] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.739] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400480
[2023-09-20 13:35:38.741] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.741] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.741] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.741] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.741] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:38.741] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:38.743] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.743] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400480
[2023-09-20 13:35:38.745] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.745] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.745] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.745] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.745] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:38.745] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:38.746] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.746] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400480
[2023-09-20 13:35:38.748] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.748] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.748] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.748] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.748] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:38.748] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:38.750] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.750] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400480
[2023-09-20 13:35:38.751] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.752] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.752] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.752] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.752] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:38.752] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:38.753] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.753] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400480
[2023-09-20 13:35:38.755] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.755] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.755] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.755] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.755] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:38.755] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:38.757] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.757] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400480
[2023-09-20 13:35:38.759] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.759] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.759] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.759] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.759] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:38.759] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:38.760] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.761] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400480
[2023-09-20 13:35:38.763] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.763] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.763] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.763] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.763] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:38.763] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:38.765] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.765] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400480
[2023-09-20 13:35:38.767] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.767] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.767] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.767] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.767] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:38.767] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:38.768] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.768] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400480
[2023-09-20 13:35:38.770] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.770] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.770] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.770] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.770] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:38.770] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:38.772] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.772] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400480
[2023-09-20 13:35:38.774] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.774] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.774] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.774] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.774] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:38.774] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:38.776] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.776] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400480
[2023-09-20 13:35:38.778] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.778] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.778] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.778] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.778] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:38.778] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:38.779] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.779] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400480
[2023-09-20 13:35:38.781] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.781] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.781] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.781] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.781] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:38.781] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:38.783] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.783] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400480
[2023-09-20 13:35:38.785] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.785] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.785] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.785] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.785] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:38.785] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:38.786] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.786] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400480
[2023-09-20 13:35:38.788] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.788] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.788] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.788] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.788] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:38.788] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:38.790] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.790] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400480
[2023-09-20 13:35:38.792] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.792] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.792] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.792] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.792] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:38.792] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:38.794] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:38.794] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400480
[2023-09-20 13:35:38.796] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
